country,company,wiki_url,official_sites,possible_official_sites,status_note,company_summary,founded_year,headquarters,products,employees,revenue
United Kingdom,First Milk,https://en.wikipedia.org/wiki/First_Milk_(company),,,Manual Check Required,"First Milk Limited is a British dairy co-operative which manufactures cheese, specialist dairy ingredients and whey proteins for its customers, as well as providing traceable fresh milk to a range of dairy manufacturers and food processors. As a dairy co-operative, owned and run by farmers; the area...",2001.0,"Glasgow, Scotland",Dairy products,466 (2025),£570m (2025)
United Kingdom,Fivemiletown Creamery,https://en.wikipedia.org/wiki/Fivemiletown_Creamery,,http://www.fivemiletown.com/,Potential,"Fivemiletown Creamery is based in Fivemiletown, County Tyrone, Northern Ireland, and is a producer of handmade speciality soft cheeses and cheddars The company is a farmers' co-operative, and employs around 40 people. The creamery draws its milk supplies mostly from over 60 dairy farmers from across...",,,,,
United Kingdom,Fox's Confectionery,https://en.wikipedia.org/wiki/Fox%27s_Confectionery,,http://www.foxs.co.uk/,Potential,"Fox's Confectionery Ltd is an English confectionery company based in Braunstone, Leicester which was founded in 1880.",1880.0,"Braunstone, Leicester, United Kingdom",,,
United Kingdom,Gelato Italia,https://en.wikipedia.org/wiki/Gelato_Italia,,,Manual Check Required,"Gelato Italia is a British company producing high-end Italian frozen desserts. Their factory is based in Southend-on-Sea, Essex. Gelato Italia operate nationally in the UK with ice cream vans, kiosks and parlours. Founded in 2011, the company started producing gelato.",,"Essex, United Kingdom","Gelato, &, Ice Cream, ,, Sorbet, ,, Slush (beverage), &, Frozen Yogurt",,
United Kingdom,Ginsters,https://en.wikipedia.org/wiki/Ginsters,http://www.ginsters.co.uk,,Confirmed,"Ginsters /ˈɡɪnstərz/ is a company based in the town of Callington, east Cornwall, England. The largest pasty maker in the UK in turnover, it specialises in making mass-produced pasties, sausage rolls, sandwiches, pasta bowls and other savoury snacks. Since 1977, it has been owned by Mark and David S...",1969.0,"Callington, Cornwall, England","Pasties, ,, sandwiches, ,, snacks",700+,
United Kingdom,Goldenfry,https://en.wikipedia.org/wiki/Goldenfry,http://www.goldenfry.co.uk,,Confirmed,"Goldenfry Foods is a British food manufacturer based in Wetherby, West Yorkshire. The company manufactures most own brand supermarket gravy products as well as many of their own food products. In 1999, the company completely rebuilt their Wetherby factory, the modern building is now a modern steel s...",,"Wetherby, West Yorkshire, United Kingdom",Food Ingredients and Flavours,,
United Kingdom,Graze,https://en.wikipedia.org/wiki/Graze_(company),,,Manual Check Required,"Nature Delivered Limited, trading as Graze (stylised as graze), is a United Kingdom-based snack company which is owned by Candy Kittens. Graze offers over 100 snack combinations through its online shop and retailers. The company launched as a subscription-based company and at one time distributed th...",2007.0,"Kingston Upon Thames, Surrey, England","Subscription boxes, Healthy snacks",500,
United Kingdom,Greene King,https://en.wikipedia.org/wiki/Greene_King,http://www.greeneking.co.uk/,,Confirmed,"Greene King is a British pub and brewing company founded in 1799, currently based in Bury St Edmunds, Suffolk. The company also owns brands including Hungry Horse and Farmhouse Inns, as well as other pubs, restaurants and hotels. It was listed on the London Stock Exchange (LSE), until it was acquire...",1799.0,"Bury St Edmunds, England, UK",Beer,,"£ 2,176.7 million (2018)"
United Kingdom,Grodzinski Bakery,https://en.wikipedia.org/wiki/Grodzinski_Bakery,,,Manual Check Required,"Grodzinski is a chain of kosher bakeries in London, England and in Toronto, where it is known as ""Grodz."" The Golders Green branch was visited by UK Prime Minister Boris Johnson during his campaign before the 2019 general election, where he iced doughnuts.",1888.0,,,,
United Kingdom,Gü,https://en.wikipedia.org/wiki/G%C3%BC,,,Manual Check Required,"Gu Indulgent Foods Limited, trading as Gü (/ɡuː/), is a dessert manufacturing company, whose products are sold in the United Kingdom, Austria, Belgium, Germany, the Netherlands, France, Ireland, Australia, New Zealand, Italy and the United States. The product is made in the UK and was created by Jam...",2003.0,,,,
United Kingdom,Higgidy,https://en.wikipedia.org/wiki/Higgidy,http://www.higgidy.co.uk,,Confirmed,"Higgidy is a fresh food manufacturer based in Shoreham-by-Sea, West Sussex, England. The company produces a range of pies, quiches, tortillas and rolls. It was co-founded by Camilla Stephens and James Foottit in 2003. The name of the company originates from an early description of the uneven appeara...",,,,,
United Kingdom,Hope and Greenwood,https://en.wikipedia.org/wiki/Hope_and_Greenwood,,,Manual Check Required,"Hope and Greenwood is a traditional confectionery business based in London, England.",2004.0,"London, England",,,
United Kingdom,Hovis,https://en.wikipedia.org/wiki/Hovis,https://www.hovis.co.uk/,,Confirmed,"Hovis Ltd is a British company that produces flour, yeast and bread. Created by miller Richard ""Stoney"" Smith at his small mill in Stone, Staffordshire (Smith's mill still exists, behind the town's Morrisons supermarket), it began mass-production when Smith partnered with the larger Fitton & Sons mi...",1886.0,"High Wycombe, Buckinghamshire","Bread, ,, flour",,
United Kingdom,HR Bradfords,https://en.wikipedia.org/wiki/HR_Bradfords,,,Manual Check Required,"Bradfords is an online business selling cakes and hampers. The business was originally a chain of bakeries operating throughout the Greater Glasgow area of Scotland, with the main bakery and head office in Thornliebank. The company had 15 retail outlets and also owned Miss Cranston's tearooms. They ...",1924.0,"Glasgow, Scotland, UK","Baked goods, savouries, hot and cold takeaway, hampers",,
United Kingdom,Irwin's Bakery,https://en.wikipedia.org/wiki/Irwin%27s_Bakery,http://www.irwinsbakery.com,,Confirmed,"Irwin's is Northern Ireland’s largest independent bakery and supplies a range of traditional Irish breads to supermarkets throughout the United Kingdom and Republic of Ireland. Founded in Portadown in County Armagh in 1912, as of 2017 the company reportedly had 337 employees and a turnover of approx...",,,,,
United Kingdom,Jordans,https://en.wikipedia.org/wiki/Jordans_(company),https://jordanscereals.co.uk/,,Confirmed,"Jordans is a British manufacturer of breakfast cereals and cereal bars. It is part of Jordans Dorset Ryvita, a subsidiary of Associated British Foods, that also encompasses Dorset Cereals and Ryvita crispbreads.",1855.0,"Biggleswade, Bedfordshire, England, United Kingdom","Breakfast cereals, Cereal bars",400,
United Kingdom,Konditor & Cook,https://en.wikipedia.org/wiki/Konditor_%26_Cook,,,Manual Check Required,"A Konditorei is a business that typically offers a wide variety of pastries, cake and desserts and typically also serves as a café. Konditoreien (plural) are found in many countries including but not limited to Germany, Austria, Switzerland, France, Denmark, Sweden, and the Czech Republic. In French...",,,,,
United Kingdom,Lion Capital LLP,https://en.wikipedia.org/wiki/Lion_Capital_LLP,http://www.lioncapital.com,,Confirmed,"Lion Capital LLP is a British private equity firm specialising in investments in the consumer sector. Previous and current consumer brands owned by Lion have included Weetabix, Jimmy Choo, Wagamama, Kettle Foods and AllSaints. The firm is headquartered in London, England, and employs 30 investment e...",2004.0,"London, SW1, United Kingdom","Leveraged buyouts, ,, Growth capital",,
United Kingdom,Lloyd Maunder,https://en.wikipedia.org/wiki/Lloyd_Maunder,,http://www.lloydmaunder.co.uk,Potential,"Lloyd Maunder are an Exeter, Devon based group of West Country retail butchers, a major producer of locally reared beef, pork and chicken products.",,,,,
United Kingdom,Loch Duart,https://en.wikipedia.org/wiki/Loch_Duart,http://www.lochduart.com,,Confirmed,"Loch Duart is a small, independent Scottish salmon farming company. It is headquartered in Scourie, Sutherland in north-west Scotland and has just over 100 employees. The company owns and operates eight sea sites and two hatcheries in Sutherland and the Outer Hebrides. Sales, marketing and finance d...",1999.0,"Scourie, Sutherland, Scotland","farmed, salmon",,£25 million p.a.
United Kingdom,Mackie's,https://en.wikipedia.org/wiki/Mackie%27s,,http://www.mackies.co.uk/,Potential,"Mackie's Limited, trading as Mackie's of Scotland, is a Scottish ice cream and confectionery manufacturer based in Rothienorman, Aberdeenshire, Scotland. It was founded in 1912 as a dairy farm but diversified into the manufacture of ice cream in 1986, before selling the milk retail business to Rober...",,"Rothienorman, Aberdeenshire, Scotland, UK",,,£20.8 million (2023  )
United Kingdom,McCowan's,https://en.wikipedia.org/wiki/McCowan%27s,,https://web.archive.org/web/20090223111608/http://www.millar-mccowan.com/,Potential,McCowan's Ltd was a Scottish confectionery company specialising in toffee and fudge. Their most famous product was Highland Toffee.,1900.0,"Stenhousemuir, Scotland",,,
United Kingdom,Metcalfe's Food Company,https://en.wikipedia.org/wiki/Metcalfe%27s_Food_Company,,https://www.veganpunjabi.delivery/,Potential,"Metcalfe's Food Company was a privately owned food business founded in 2009 by Julian Metcalfe, the founder of the sandwich chain, Pret A Manger, and Robert Jakobi. Metcalfe's Food Company sold products under two brands Metcalfes Skinny and Itsu Grocery.",2010.0,"London, England",Snack foods,,
United Kingdom,Michton,https://en.wikipedia.org/wiki/Michton,http://www.michton.com/,,Confirmed,"Michton is the largest chocolate factory in Wales. Created in 1991 by Michelle and Tony Wadley in Enfield, Middlesex, in 1998 the company relocated to Swansea, South Wales. In 2003, Michton opened to the public. In 2008, it was announced that they had been chosen to supply the Rugby Football Union w...",,,,,
United Kingdom,Millie's Cookies,https://en.wikipedia.org/wiki/Millie%27s_Cookies,http://www.milliescookies.com,,Confirmed,"Millie's Cookies is a chain of retail bakeries based in the United Kingdom, specializing in cookies, muffins, hot drinks and gifts. It was named after its founder Mario Budwig's grandmother Mildred. The company has stores in the United Kingdom, India, France, Germany, Egypt, Malta, and Hong Kong.",,,,,
United Kingdom,Moo Free,https://en.wikipedia.org/wiki/Moo_Free,,http://www.moofreechocolates.com/,Potential,"Moo Free Ltd. is a British manufacturer of dairy free, gluten free, vegan and organic chocolates. Their head office is located in Holswothy, Devon. The company was established in 2010 by husband and wife team Mike and Andrea Jessop with the intent of making a dairy free chocolate with a taste simila...",2010.0,"Holsworthy, United Kingdom",,,
United Kingdom,Mornflake,https://en.wikipedia.org/wiki/Mornflake,,https://www.mornflake.com/,Potential,"Mornflake is a British brand of oat and oat-based breakfast cereals, launched in 1941 in Crewe, Cheshire, by parent company H J Lea Oakes.",1941.0,"Crewe, England","Breakfast cereal, oats",,
United Kingdom,Neal's Yard Dairy,https://en.wikipedia.org/wiki/Neal%27s_Yard_Dairy,https://www.nealsyarddairy.co.uk,,Confirmed,"51°30′51″N 0°07′34″W﻿ / ﻿51.51424°N 0.12619°W﻿ / 51.51424; -0.12619 Neal's Yard Dairy is a London artisanal cheese retailer, wholesaler and (formerly) cheesemaker in London, which was founded by Nicholas Saunders and Randolph Hodgson in 1979. It has been described as ""London's foremost cheese store....",1979.0,"Apollo Business Park, St James's Road, Bermondsey, London",,,
United Kingdom,Oakhouse Foods,https://en.wikipedia.org/wiki/Oakhouse_Foods,,,Manual Check Required,Oakhouse Foods is a home meals service delivering frozen ready meals. The business was founded in the UK in 1994.,,,,,
United Kingdom,Peter's Food Services,https://en.wikipedia.org/wiki/Peter%27s_Food_Services,https://www.petersfood.co.uk,,Confirmed,"Peter's Food Service is a Bedwas, Wales based baker and supplier of pies, pasties, slices, sausage rolls and factored products into retail, food service, catering and hospitality outlets across the United Kingdom. Today it is one of the largest employers in Wales, and one of the largest cold meat di...",,,,,
United Kingdom,Plum Baby,https://en.wikipedia.org/wiki/Plum_Baby,,,Manual Check Required,"Plum Baby was a United Kingdom company producing organic food for babies, based in Taplow. In August 2014 the company announced that they were to cease trading. This announcement followed a number of product recalls in 2013 after the founder sold the business to Darwin Private Equity. There were no ...",,,,,
United Kingdom,Pork Farms,https://en.wikipedia.org/wiki/Pork_Farms,https://www.pork-farms.co.uk,,Confirmed,"Pork Farms is a Nottingham-based British producer and distributor of mainly pork-based bakery products. The company grew from a pie shop founded in 1931, and was floated on the London Stock Exchange in 1971. After several sales and amalgamations, since 2017 the brand has been owned by Lloyds Develop...",1931.0,"Nottingham, England","Pork pies, ,, sausage rolls","2,000+",
United Kingdom,Pukka Herbs,https://en.wikipedia.org/wiki/Pukka_Herbs,https://www.liptonteas.com/,,Confirmed,"Lipton Teas and Infusions B.V. is a Dutch multinational company headquartered in Amsterdam, Netherlands that produces tea and other herbal drinks. Founded as a spin-off from Unilever in 2021, it is the largest tea company in the world, owning brands such as Lipton, PG Tips, and TAZO. Formed in 2020 ...",2021.0,"Amsterdam, Netherlands",Tea,"17,000 (2024)",
